ph,humidity,tempC,mq135,mq7,turbidity,fish_species
7.11,63.9,31,186,116,247,Snakehead
6.63,62.2,28.1,174,116,278,Snakehead
6.96,62.4,26.5,177,119,192,Rohu
6.99,58.5,27.8,185,92,275,Pangasius
7.47,54.6,26.8,166,101,293,Tilapia
7.99,53.3,28.8,175,120,299,Grass Carp
7.45,54.9,26.9,177,126,277,Bighead Carp
6.62,59.4,28.8,186,116,245,Catfish
8.42,52.6,27.3,166,113,216,Catfish
8.39,53.9,30.4,198,129,279,Catfish
8.07,57,26.2,166,100,205,Snakehead
8.48,53.5,29.3,182,116,227,Snakehead
7.59,58.8,27,183,98,294,Common Carp
8.43,63.8,26,172,105,242,Common Carp
6.65,61.2,31.2,179,103,257,Pangasius
7.23,60,30,176,119,212,Catfish
6.95,58.7,26.6,158,113,272,Silver Carp
6.89,57.3,30,169,102,245,Pangasius
6.78,52.8,29.7,172,122,268,Pangasius
7.74,63.4,28.8,196,98,284,Snakehead
8.06,53.7,28.5,168,115,277,Pangasius
7.66,51.4,31.3,186,102,264,Pangasius
6.79,61.3,27.5,194,110,242,Tilapia
8.12,52.6,28.4,153,118,263,Grass Carp
7.77,55.6,28,162,117,261,Tilapia
7.28,50.4,30.6,187,113,256,Rohu
7.85,52.1,31.5,161,102,208,Catfish
7.02,52.6,31.1,158,109,193,Catfish
7.19,50.8,30.8,164,128,218,Pangasius
8.33,59.8,31.9,170,96,234,Tilapia
7.08,62.6,30.2,164,104,294,Grass Carp
7.44,55.6,30.5,198,114,210,Bighead Carp
8.28,63.1,31.9,154,124,243,Rohu
7.92,53.2,26,154,102,298,Mrigal
6.62,54.9,29.8,174,97,262,Bighead Carp
6.79,52.3,30.4,173,110,241,Catfish
6.52,59.3,31.5,186,95,207,Silver Carp
7.76,56.3,31.3,180,99,272,Pangasius
7.4,59.2,31.1,195,110,206,Silver Carp
6.77,61.4,31.7,183,103,233,Pangasius
8.42,58.2,29.2,190,122,296,Silver Carp
7.56,59.4,26,163,114,213,Common Carp
6.98,64,26.1,176,108,195,Silver Carp
7.5,54.5,29.3,196,98,284,Silver Carp
7.86,55.4,28.6,153,126,216,Common Carp
6.65,60.8,28.7,172,125,236,Rohu
7.05,59.2,28.4,187,125,287,Snakehead
8.11,52.7,31.5,195,104,235,Common Carp
7.42,55.6,28.2,154,94,280,Mrigal
7.59,57,31.1,176,106,280,Silver Carp
7.37,56.3,31.4,192,119,224,Grass Carp
6.59,52.7,29,163,96,246,Catfish
6.83,63.9,28.7,156,95,201,Silver Carp
7.39,61.4,30.6,195,104,218,Pangasius
6.92,57.2,30.2,194,99,246,Bighead Carp
6.6,60.2,28,167,95,259,Pangasius
8.19,63.5,26.6,181,102,244,Pangasius
8.46,52,27.6,151,103,226,Pangasius
8.09,53.8,26.8,190,90,260,Mrigal
8.21,58.1,27.8,192,122,259,Pangasius
6.98,62,27.6,169,108,242,Tilapia
8.42,50.5,29.8,178,98,272,Tilapia
6.89,64.8,31.7,192,126,203,Snakehead
8.4,56.8,30.1,175,101,210,Catfish
8.49,55.4,31.6,187,94,267,Tilapia
7.92,54.4,30.7,150,95,293,Rohu
8.46,52.6,30.4,154,100,203,Rohu
7.64,61.9,28.5,163,127,242,Grass Carp
7.02,64.3,27.9,174,99,285,Pangasius
7.37,56.2,31.1,197,104,279,Snakehead
7.69,64.3,31.4,158,128,256,Common Carp
6.65,62.4,28.7,179,117,268,Bighead Carp
7.74,57.2,26.1,168,92,274,Mrigal
8.46,60.1,30.8,189,105,283,Pangasius
6.88,56.5,27.7,157,106,237,Bighead Carp
8.09,58.4,26.1,165,125,267,Grass Carp
8.32,50.9,30.8,199,108,245,Pangasius
8.39,60.4,29.1,157,93,228,Common Carp
8.42,50.8,30.1,172,114,290,Catfish
7.54,62.3,31.5,158,116,230,Tilapia
8.45,62.4,29.2,181,101,237,Snakehead
8.01,53.6,29,186,116,217,Mrigal
6.82,54.9,27.7,183,93,191,Mrigal
7.45,57.2,27.8,195,113,211,Common Carp
7.94,58.9,30.8,167,106,260,Bighead Carp
6.99,54.3,28.7,194,115,297,Bighead Carp
7.78,58.9,27,193,107,285,Rohu
7.83,54.5,26.6,164,111,250,Tilapia
6.83,50.8,28.8,164,95,269,Bighead Carp
7.63,50,28.8,178,108,225,Tilapia
8.04,51.5,29.9,172,126,255,Tilapia
7.5,61.9,28.8,172,123,270,Silver Carp
6.52,64.4,26.9,150,100,238,Catfish
6.52,56.4,29,171,113,192,Catfish
7.21,57.7,31.4,156,126,212,Silver Carp
8.35,52.2,27,194,112,248,Common Carp
6.96,58.3,30.1,181,129,290,Pangasius
7.77,52.2,29.6,177,93,292,Silver Carp
6.94,59.2,30.5,199,107,217,Rohu
7.14,64,26.9,181,119,298,Bighead Carp
8.2,52.9,31.6,182,104,294,Mrigal
7.96,61.5,29.7,192,126,261,Rohu
6.69,50.4,31.1,162,112,222,Common Carp
7.36,55.6,27.5,177,101,257,Rohu
6.56,51.7,30.4,158,93,260,Pangasius
7.46,55.3,30.7,197,93,200,Rohu
7.82,52.6,28.4,192,103,293,Mrigal
6.74,55.6,28.3,152,97,197,Rohu
7.08,56.3,29.9,166,112,209,Silver Carp
7.3,54.5,26.6,183,90,251,Rohu
8.34,59.8,30.4,181,100,232,Mrigal
8.49,63.8,26.3,158,116,292,Snakehead
6.59,56,27.1,190,93,281,Bighead Carp
8.02,52.9,30,197,118,264,Pangasius
7.24,54.1,26.6,150,106,275,Snakehead
7.28,62.8,31.8,198,108,289,Grass Carp
8.01,58.6,31.2,191,113,259,Snakehead
8.34,56.8,29.8,169,121,196,Grass Carp
8.4,52.2,30.9,154,120,199,Silver Carp
7.65,56.7,31.3,189,105,229,Rohu
7.21,54.2,27.6,194,121,193,Grass Carp
8.08,64.1,31.1,170,123,262,Grass Carp
7,63.3,27.2,154,124,291,Tilapia
7.63,51.3,28.5,153,126,208,Tilapia
7.22,57.7,29.3,157,105,299,Bighead Carp
7.81,53.4,30.3,174,110,286,Rohu
6.98,56.2,26.2,156,102,227,Silver Carp
6.88,63.2,27.7,186,107,211,Catfish
8.34,57.9,29.7,191,91,292,Tilapia
6.7,55,28.1,181,122,190,Common Carp
7.51,53.1,30.7,166,107,242,Snakehead
6.94,62,29.9,177,117,210,Bighead Carp
6.58,59.4,27.4,155,126,196,Grass Carp
6.57,57,26.9,191,124,299,Grass Carp
6.85,53.3,29.8,197,126,196,Rohu
8.23,55,28.7,191,101,275,Rohu
7.06,64.4,27,185,129,266,Catfish
8.4,57.8,28,151,97,212,Rohu
7.66,56,27.8,180,114,249,Silver Carp
7.37,57.8,26.6,150,96,275,Mrigal
7.66,61.7,29.3,152,91,279,Mrigal
7.53,55.1,30.6,162,122,207,Silver Carp
8.02,52.7,29.5,180,122,260,Tilapia
7.06,58.8,31,178,129,255,Snakehead
7.21,60,26.8,193,112,242,Catfish
8.29,60.7,28.6,182,94,208,Mrigal
8.39,63.2,29.7,159,103,253,Snakehead
8.29,55.6,30.1,187,97,203,Bighead Carp
7.34,51.1,30.2,158,109,214,Common Carp
8.06,64.4,30.4,150,107,222,Bighead Carp
7.45,56.5,29.9,193,112,237,Bighead Carp
7.5,59.3,26.6,186,118,228,Pangasius
6.91,60,30.2,181,96,273,Pangasius
7.68,58.2,30.3,182,113,297,Common Carp
6.87,53.1,32,151,114,194,Tilapia
7.16,61.3,30.2,195,103,210,Bighead Carp
8.21,62.1,30.1,151,127,248,Tilapia
6.91,58.3,29.1,154,92,266,Mrigal
6.64,57.3,31.2,159,103,203,Snakehead
6.64,51.7,32,187,92,252,Catfish
8.38,51.3,30.7,186,98,243,Snakehead
7.51,55.1,29.7,151,96,269,Common Carp
7.32,54.7,26.5,190,115,234,Silver Carp
8.12,64.3,30.4,191,96,239,Mrigal
8.17,61.8,30.3,189,96,230,Snakehead
7.16,59.9,30.7,174,125,281,Common Carp
7.89,57.8,26.7,187,102,190,Mrigal
8.04,52.5,29.9,186,92,191,Catfish
7.81,64.7,27.8,167,109,261,Snakehead
6.8,55.6,30.6,176,98,202,Bighead Carp
8.25,51.6,27.4,169,111,291,Pangasius
7.58,57.4,30.1,199,122,208,Pangasius
7.06,63.1,27.8,183,112,240,Pangasius
7.35,63.3,26.1,193,112,191,Tilapia
6.58,50.2,29.8,157,127,284,Common Carp
6.76,63.3,26.7,153,115,199,Catfish
8.03,54.1,30,179,121,258,Catfish
6.5,50.6,31.6,185,117,276,Silver Carp
7.33,62.7,31.8,158,119,219,Pangasius
7.55,63,27.4,190,129,285,Tilapia
6.61,58.9,30.9,161,106,254,Tilapia
8.45,58.6,28.1,163,107,298,Tilapia
6.95,62.2,31.4,184,114,233,Common Carp
7.11,61.8,30.7,155,93,231,Tilapia
7.11,63.4,26.4,196,115,192,Bighead Carp
6.96,58.3,28.4,172,120,219,Rohu
6.5,64.5,28,153,101,226,Snakehead
7.96,64.9,30.7,150,107,217,Catfish
8.43,51.7,28.5,158,99,240,Pangasius
6.95,62.7,30.1,197,125,274,Catfish
7.83,57.5,29.6,158,91,202,Silver Carp
7.98,55.8,31.9,193,114,229,Silver Carp
8.2,59.2,31.6,195,98,215,Bighead Carp
7.35,50.8,28.6,164,121,293,Grass Carp
7.11,57.6,30.3,173,94,219,Mrigal
7.15,63.1,31,197,92,213,Common Carp
7.93,53.2,31.4,157,106,227,Common Carp
8.13,56.4,26.4,177,102,294,Tilapia
6.86,64.1,27.8,191,92,299,Pangasius
7.24,56.4,27.9,195,117,258,Pangasius
8.3,55.4,28.6,166,93,205,Snakehead
8.11,56.6,27,184,107,299,Mrigal
8.47,57.8,29,180,124,295,Pangasius
8.01,59.5,30,153,103,244,Mrigal
7.29,62,29,197,105,238,Pangasius
7.68,56.8,30,163,101,269,Mrigal
7.82,62.3,26.4,174,100,241,Silver Carp
6.66,58,31.3,195,91,238,Bighead Carp
7.59,55.1,31.6,197,122,253,Grass Carp
7.92,59.9,29.7,189,102,237,Pangasius
6.83,60.8,31.3,199,119,263,Catfish
8.06,58.4,26.8,156,115,271,Rohu
7.67,50.8,30.8,180,107,227,Grass Carp
8.4,52.5,26.7,184,102,206,Rohu
6.58,54.3,28.4,187,93,230,Common Carp
7.03,54.2,27.9,169,122,243,Bighead Carp
7.7,60.1,29.5,165,104,229,Pangasius
7.09,50.3,27.8,171,106,220,Rohu
7.93,61.3,29.8,185,95,279,Bighead Carp
8.02,54,28.2,168,94,215,Tilapia
6.71,54.7,31.2,151,122,293,Silver Carp
7.53,57.9,29.8,153,105,265,Snakehead
7.52,53.2,27.3,183,113,207,Snakehead
7.24,63.3,28,156,94,287,Silver Carp
8.37,51.3,31.1,196,92,224,Catfish
8.16,56.7,28.3,198,124,264,Silver Carp
7.89,62.7,29.2,163,116,245,Tilapia
7.93,59.2,29.9,192,101,219,Tilapia
7.42,54.4,28.1,181,114,234,Grass Carp
8.34,56.3,27.8,166,106,264,Pangasius
7.89,60.6,28.9,186,109,299,Catfish
7.96,64.6,27.3,163,117,241,Silver Carp
8.22,63.4,27.7,166,124,257,Snakehead
7.05,55.1,26.4,181,104,244,Silver Carp
8.11,65,27.8,151,122,289,Rohu
6.89,50.1,27.9,188,92,199,Grass Carp
7.19,50.4,31.8,153,96,243,Catfish
7.17,62.4,29.5,189,99,223,Common Carp
8.46,53,30.7,179,115,252,Rohu
8.21,50.9,26.3,179,129,220,Pangasius
7.9,53.6,26.6,182,95,253,Bighead Carp
7.95,56.4,30.9,191,122,285,Common Carp
7.62,61,29.7,150,105,239,Grass Carp
8.39,59.4,27.1,182,113,217,Catfish
7.49,53.6,28.4,185,119,296,Common Carp
7.26,57.5,29.2,198,99,226,Mrigal
6.83,63.9,31.1,180,100,285,Rohu
8.07,62.2,26.4,186,111,221,Common Carp
7.97,54.8,29.6,163,92,270,Tilapia
7.27,64.7,30.3,155,127,287,Mrigal
6.55,60.6,31.9,156,129,224,Common Carp
8.18,50.9,30.8,189,112,246,Pangasius
6.52,50.5,27.7,173,108,292,Rohu
7.91,52.5,30.3,199,129,250,Grass Carp
8.44,60.9,30.6,153,102,274,Mrigal
7.38,52.8,30.4,174,125,221,Tilapia
6.97,57.7,30.9,152,92,287,Catfish
7.91,51.4,31.4,177,111,287,Tilapia
8.13,63.8,26.6,172,114,197,Grass Carp
7.59,55.2,26.6,185,109,269,Pangasius
8.43,63.6,30.8,197,117,224,Silver Carp
6.6,64.2,27.5,162,92,212,Pangasius
7.51,50.1,26.4,171,111,275,Catfish
7.94,57,28.4,174,126,284,Silver Carp
8.23,50.4,30.9,192,127,282,Tilapia
6.86,63.6,26.8,173,107,227,Pangasius
8.1,57.8,30,192,109,208,Grass Carp
7.61,51.1,26,186,94,243,Snakehead
7.29,51.7,26.7,182,98,234,Bighead Carp
6.76,55.8,28.1,163,118,225,Rohu
8.23,64.1,26.5,173,106,238,Rohu
6.81,60.4,31.1,171,101,249,Bighead Carp
7.12,63,31.2,186,115,245,Grass Carp
7.08,55.5,30.5,172,122,262,Common Carp
8.24,50.6,27.5,155,122,253,Snakehead
7.85,64.6,29.1,168,125,251,Catfish
8.09,50.3,27.1,161,118,288,Tilapia
7,64.2,27.7,175,111,248,Snakehead
7.75,55.5,29.1,178,107,190,Tilapia
7.64,50.2,30.4,163,106,286,Pangasius
8.17,60.3,26.6,166,113,270,Grass Carp
8.31,64.7,27.8,179,111,279,Catfish
6.52,64.5,31.6,156,94,266,Common Carp
7.85,52.4,28.6,170,90,194,Mrigal
6.6,52.7,31.6,150,108,208,Common Carp
7.6,58.5,31.9,198,119,247,Snakehead
7.08,59.6,29.2,187,128,246,Bighead Carp
7.11,61.1,27.7,153,104,231,Tilapia
7.21,52.7,30.7,195,124,262,Snakehead
7.74,64.4,27,157,94,195,Pangasius
7.17,59.6,27.5,167,95,274,Mrigal
7.97,62.7,30.7,194,114,211,Bighead Carp
7.31,58.1,28.6,157,100,242,Mrigal
6.64,56.2,27.2,180,111,246,Pangasius
8.07,64.7,29.9,180,123,292,Mrigal
7.07,58.7,30.4,177,103,240,Mrigal
7.37,63,26.8,197,98,194,Tilapia
7.87,64.3,27.7,186,109,211,Mrigal
7.16,60.1,27.3,152,105,196,Common Carp
6.61,58.2,28.3,194,106,253,Mrigal
7.25,50.1,30.6,164,106,246,Mrigal
8.39,50.6,30.3,153,123,215,Snakehead
7.78,53,30,184,100,214,Snakehead
7.84,52.8,26,183,124,258,Pangasius
7.76,53.8,26.9,185,123,221,Bighead Carp
6.9,54.6,27.3,155,125,197,Rohu
7.34,55.4,27.6,153,97,198,Snakehead
8,56.3,26.9,198,108,243,Tilapia
6.7,51.5,28.5,179,122,281,Bighead Carp
7.06,50.6,26.5,188,112,209,Snakehead
7.05,60.1,30.5,167,91,257,Snakehead
7.36,58.1,30.7,171,97,256,Catfish
8.46,56.7,29.4,159,118,233,Rohu
6.64,59.5,26.5,198,96,230,Grass Carp
7.54,62.4,31.3,178,118,231,Mrigal
6.86,56.4,31.8,172,120,200,Bighead Carp
8.44,59.6,27.2,153,119,282,Rohu
6.73,64.3,30.2,168,124,232,Catfish
7.31,62.6,31.1,175,114,275,Catfish
7.98,56.4,29.2,156,93,197,Bighead Carp
7.91,59.7,27.9,162,127,235,Mrigal
7.35,52.7,28.9,152,106,223,Catfish
7.19,58.4,29.1,189,99,284,Mrigal
7.3,64.7,28.4,160,90,257,Grass Carp
7.03,57.8,31.6,165,107,204,Pangasius
6.91,63.9,30.5,169,108,207,Silver Carp
7.47,56.1,27.4,172,121,200,Silver Carp
7.04,65,29.5,172,120,280,Snakehead
7.07,58.7,30.1,181,122,208,Snakehead
7.81,50.6,26.8,190,111,262,Common Carp
8.44,58.8,28.2,191,90,214,Mrigal
7.71,54.1,31.4,187,124,211,Silver Carp
6.65,50.5,29.4,152,106,276,Grass Carp
6.65,62.3,27.3,157,123,251,Catfish
8.4,54.1,26.7,187,118,226,Silver Carp
7.09,61.9,29.1,189,95,199,Mrigal
6.68,54.3,29.3,163,90,270,Tilapia
7.7,52.9,28,157,116,241,Pangasius
7.75,64.6,29.8,160,101,266,Catfish
7.8,55.4,26.4,191,93,257,Catfish
7.03,59,26.9,191,105,285,Mrigal
6.53,59.1,29.3,192,100,217,Pangasius
8.43,58.4,26.4,182,109,219,Pangasius
7,63.7,31.3,164,115,235,Pangasius
7.85,60.1,26.9,186,117,229,Bighead Carp
7.91,56.1,30,163,97,210,Rohu
7.72,62.9,28.3,175,91,204,Catfish
7.13,52.7,28.4,157,129,192,Silver Carp
7.04,58.2,30.6,198,115,270,Pangasius
7.7,64.3,29,153,116,268,Bighead Carp
8.23,59.4,30.4,185,122,286,Bighead Carp
8.39,62.3,29,167,96,258,Catfish
6.71,59.8,29.6,176,125,197,Bighead Carp
6.81,62.6,30.6,168,110,198,Bighead Carp
8.39,64.2,29.6,152,123,279,Pangasius
7.97,54.1,29.7,158,112,191,Tilapia
8.27,52.5,30.7,188,123,226,Mrigal
6.91,57.3,31.7,151,129,289,Mrigal
7.68,60.5,28.3,158,96,201,Mrigal
7.9,53.4,29.5,155,115,208,Mrigal
7.86,50.1,26.5,187,129,216,Snakehead
7.32,55.1,28.2,177,106,213,Silver Carp
6.53,64.5,28.5,197,120,255,Catfish
7.67,60.4,31,183,128,205,Bighead Carp
7.01,56,29.1,178,114,191,Pangasius
7.4,52.9,30.4,197,126,210,Rohu
8.42,55.3,26.1,152,104,199,Tilapia
7.3,52.5,28.8,165,91,247,Silver Carp
8.18,51.6,31.4,193,100,295,Grass Carp
6.88,63.6,27.3,184,121,206,Grass Carp
7.84,65,26.2,160,119,265,Bighead Carp
8.45,52.5,28.6,192,106,196,Pangasius
6.7,50.8,30.2,172,113,262,Mrigal
6.52,54.9,28.7,179,93,235,Bighead Carp
7.37,56.9,28.8,197,121,239,Tilapia
6.69,53.1,30,154,108,199,Common Carp
8,54.5,27.5,157,92,205,Common Carp
8.33,53,30.5,192,93,190,Bighead Carp
7.37,61.6,26.9,192,114,198,Tilapia
7.02,60.7,28.4,199,98,202,Catfish
7.37,59.5,29.9,159,110,250,Pangasius
7.95,55.8,31,177,112,237,Grass Carp
6.52,63.6,30.7,185,118,205,Silver Carp
7.68,64.5,30.3,159,119,287,Silver Carp
7.73,52.6,28.2,163,114,230,Snakehead
7.78,53.3,26.7,187,118,219,Tilapia
6.98,57.9,27.3,186,123,266,Tilapia
7.93,51.4,31.2,196,103,261,Common Carp
6.68,56.5,31.1,154,111,244,Rohu
6.9,58.7,31.7,155,105,200,Silver Carp
8.25,57.8,26.5,179,100,241,Mrigal
7.98,55,29.2,168,103,284,Silver Carp
6.53,58.1,29.9,198,96,296,Snakehead
7,64.4,30.3,163,94,264,Bighead Carp
6.93,53.1,29.9,160,129,237,Grass Carp
7.04,59.8,30.6,195,118,196,Common Carp
7,50.7,28.2,154,106,243,Mrigal
6.63,51,27.1,194,119,190,Common Carp
7.42,58.3,27.2,180,114,276,Grass Carp
7.97,51.6,26.1,193,103,221,Mrigal
7.71,50.3,28.1,181,111,251,Snakehead
7.85,52.6,26.6,173,94,204,Snakehead
6.66,58.5,27.9,159,129,271,Snakehead
8.4,60.6,29.8,162,117,281,Grass Carp
8.18,53,31.4,196,101,250,Snakehead
8.11,60,31,162,125,267,Mrigal
8.15,52.7,27.5,185,102,266,Mrigal
8.37,59.2,26.8,171,110,245,Grass Carp
7.59,56.2,27.2,158,121,223,Silver Carp
6.9,59.8,31.8,168,110,209,Silver Carp
7.73,64.9,29.3,156,126,213,Silver Carp
7.99,64.1,27.1,164,127,217,Rohu
7.98,50.1,31,166,98,200,Catfish
7.54,63.3,28.4,195,126,281,Tilapia
6.64,51,31.4,163,91,275,Rohu
7.24,64.3,27.6,190,92,219,Bighead Carp
8.34,54.2,28.4,197,99,227,Common Carp
7.67,55.7,29,151,124,270,Catfish
7.58,51.4,31.4,163,98,275,Mrigal
7.04,51.7,31.2,153,129,190,Mrigal
7.24,60.9,29.4,152,121,273,Common Carp
8.29,64.2,27.3,152,110,258,Pangasius
7.83,59.2,28.4,160,123,222,Catfish
8.07,60.7,31.9,154,114,298,Grass Carp
7.41,61.4,29.6,197,121,254,Tilapia
7.76,53.9,30.7,178,126,233,Common Carp
7,50.7,28.7,177,111,253,Catfish
7.91,50,29.2,172,114,198,Pangasius
7.36,55.3,28.6,179,90,221,Bighead Carp
7.39,53.6,30.2,172,125,243,Silver Carp
7.8,50.9,31.1,190,110,215,Silver Carp
8.37,52.7,29,171,105,251,Grass Carp
6.63,51.9,28.9,192,121,298,Tilapia
8.15,63.7,28,161,110,231,Grass Carp
7.08,52.1,27.1,176,117,237,Bighead Carp
7.39,58.1,31.6,189,108,195,Bighead Carp
6.54,58.9,27.9,195,103,219,Common Carp
7.1,58.2,30.8,198,112,293,Grass Carp
7.51,51.5,30.3,164,113,212,Bighead Carp
6.61,54.8,30.7,196,109,292,Silver Carp
7.48,50.8,31.6,172,121,278,Snakehead
8.35,55.9,29.7,193,129,214,Catfish
6.71,52.8,31.4,190,99,202,Bighead Carp
8.03,58.4,27,193,90,214,Pangasius
7.32,60.4,29.8,168,120,206,Silver Carp
7.81,58,30.6,193,126,297,Snakehead
7.02,56.5,27.6,160,104,216,Mrigal
6.82,55.8,30.4,187,129,200,Catfish
6.82,62.6,30.7,189,120,195,Silver Carp
6.64,53.3,31,192,117,268,Snakehead
6.87,61,27.9,152,99,226,Mrigal
7.83,61.4,30.1,165,95,285,Grass Carp
8.26,56.3,27.8,181,104,277,Snakehead
8.13,54.5,30.4,187,116,264,Snakehead
7.87,57.1,28.8,158,99,295,Bighead Carp
6.72,51.4,29.6,190,110,282,Common Carp
7.08,50.7,28.5,187,108,261,Common Carp
7.12,51.7,27,154,93,226,Bighead Carp
7,52.8,27.1,150,111,263,Rohu
7.53,57.6,26.5,184,127,248,Rohu
7.57,62.7,29.7,184,104,199,Snakehead
7.21,53.5,31.1,161,95,190,Common Carp
7.21,64,26.1,185,100,298,Catfish
8.16,64.3,26.4,170,119,241,Snakehead
8.08,64.4,28.7,197,129,276,Rohu
7.12,62.6,30.4,192,113,207,Pangasius
8.33,55.5,26.9,157,111,276,Bighead Carp
8.41,51.1,27.6,176,119,194,Grass Carp
7.15,58.5,27.4,158,93,291,Silver Carp
7.21,58.4,28.4,177,95,284,Pangasius
7.51,62.7,27.3,179,127,295,Rohu
8.38,64.9,28.1,163,115,292,Catfish
8.25,57.6,30.4,172,108,273,Grass Carp
6.71,55.2,29.7,178,91,282,Pangasius
7.29,52.8,26.5,175,93,237,Grass Carp
7.61,50.1,29.8,171,94,222,Mrigal
7.51,57.6,28.9,164,124,246,Bighead Carp
6.89,58.3,31.6,158,118,292,Mrigal
8.22,62.4,27.7,175,105,285,Common Carp
7.85,57.6,30.4,166,101,214,Catfish
8.18,63.7,30.4,158,110,233,Snakehead
8.22,59.4,27.3,152,98,280,Catfish
8,62.6,31.4,165,100,276,Snakehead
7.38,52.2,28.9,162,97,255,Silver Carp
7.72,62.8,30.1,175,115,257,Grass Carp
6.82,60.1,26.9,166,121,214,Grass Carp
7.85,52.6,27.5,181,128,234,Grass Carp
6.86,52.8,29.5,173,93,212,Common Carp
7.89,63.9,27.9,185,123,294,Rohu
6.96,50.5,29,171,117,289,Catfish
6.74,56.9,28.2,158,114,230,Silver Carp
6.83,54.7,29.8,171,124,276,Pangasius
6.5,60,28.9,190,108,222,Mrigal
7.94,62.6,26,199,124,217,Rohu
7.96,55.4,29.9,195,128,197,Grass Carp
7.53,56.4,28.5,169,118,286,Grass Carp
6.82,64.7,28.1,152,103,218,Grass Carp
6.67,61.8,26.6,185,110,245,Common Carp
6.54,63.5,27.3,182,125,204,Grass Carp
6.83,56.6,27.3,167,127,204,Common Carp
8.28,53.5,31.6,185,103,226,Grass Carp
6.98,56.2,28.6,159,129,208,Snakehead
7.21,60.7,26.3,185,104,296,Mrigal
6.71,51.6,26.8,170,119,248,Silver Carp
6.94,54.1,26.5,174,101,240,Catfish
7.54,50.7,29.5,198,94,274,Bighead Carp
7.72,56.5,27.1,189,116,224,Bighead Carp
6.99,62.4,29,158,104,279,Tilapia
6.62,50.4,28.2,197,115,281,Silver Carp
7.28,60.1,30.8,176,98,275,Rohu
6.97,64,27.9,164,129,225,Snakehead
6.94,53.6,28.7,181,129,242,Silver Carp
8.42,60.4,30.3,197,124,269,Grass Carp
7.73,64.6,28.6,193,102,201,Rohu
7.61,64.4,30.8,199,122,217,Common Carp
7.33,53.5,30,188,123,260,Silver Carp
7.36,51.5,28.5,165,93,222,Tilapia
7.58,52.2,29,177,102,277,Grass Carp
7.89,60.5,31.8,155,99,264,Tilapia
7.9,60.9,30,155,90,268,Rohu
6.84,60.1,31.4,187,100,272,Snakehead
7.5,55,27.1,196,98,244,Snakehead
7.32,52.5,28.9,151,127,268,Silver Carp
8.24,58.7,31.5,190,112,262,Pangasius
7.76,57.3,27.9,189,102,266,Tilapia
7.57,60.9,31.8,156,94,239,Snakehead
6.73,56.6,26.6,176,114,218,Bighead Carp
7.71,55.1,31.4,177,99,247,Bighead Carp
6.73,54.4,28.7,165,94,215,Tilapia
7.17,53.2,26.4,196,111,212,Common Carp
6.79,54,31.3,158,114,206,Grass Carp
7.88,51.4,27.5,164,126,194,Catfish
6.91,55.2,26.1,183,109,248,Catfish
7.28,50.5,26.8,169,117,205,Pangasius
8.29,52.8,30,163,110,292,Pangasius
6.91,61.2,31.9,160,100,283,Silver Carp
7.52,54.9,26.7,179,118,210,Rohu
7.34,60,28.8,152,94,194,Common Carp
6.54,60.8,27.1,151,126,247,Rohu
8.09,58.7,30.5,199,94,215,Common Carp
6.64,64.4,26.7,163,122,232,Catfish
7.45,50.3,27.4,178,125,283,Mrigal
7.62,61.1,27.2,154,97,248,Catfish
7.76,64.4,29.3,193,95,275,Catfish
7.88,62.9,31.2,195,104,247,Grass Carp
7.01,52.5,29.1,155,104,298,Snakehead
6.52,54.9,26.3,157,98,191,Tilapia
7.95,52.6,29.4,188,94,233,Common Carp
7.57,59,30.8,188,115,265,Catfish
8.17,60.7,26.8,193,112,295,Pangasius
8.14,54.8,26.4,178,105,280,Silver Carp
8.19,58.1,27.1,188,128,215,Silver Carp
7.47,60.4,30.5,193,124,298,Grass Carp
7.17,56.3,29.6,176,99,233,Silver Carp
8.08,62.8,29.2,165,116,278,Bighead Carp
7.4,61.6,27.5,176,105,208,Tilapia
6.87,51,28,188,110,238,Catfish
8.21,59.3,31.8,189,101,280,Common Carp
8.27,53.5,27.4,150,98,270,Bighead Carp
7.43,58.4,31.4,194,105,246,Rohu
6.65,64.4,29.5,182,98,195,Pangasius
7.28,63.2,26.7,199,118,212,Silver Carp
8.11,56.1,28.8,188,112,271,Bighead Carp
8.3,54.4,31.7,176,128,232,Bighead Carp
6.91,53.5,28.5,166,113,233,Snakehead
6.63,58,31.2,164,111,255,Rohu
8.25,51.7,27.5,171,120,234,Snakehead
7.28,58.2,29.4,168,99,208,Snakehead
7.58,50,31.1,177,116,193,Catfish
8.44,54.9,31.5,172,123,286,Snakehead
6.63,53.3,28.9,185,128,287,Grass Carp
7.8,64.6,29.8,198,113,285,Bighead Carp
6.65,60.9,26,188,110,246,Rohu
7.25,55.2,27.5,197,104,271,Grass Carp
8.11,51.4,27.7,198,106,297,Catfish
7.37,57.8,26.6,169,108,198,Tilapia
8.49,53.2,27.7,196,114,290,Silver Carp
7.62,58,27.9,158,129,237,Grass Carp
7.14,62.5,31.8,172,111,225,Snakehead
6.94,59.2,30,194,103,256,Catfish
7.2,59.5,28.6,156,117,207,Pangasius
7.25,58.1,31.9,180,101,229,Silver Carp
6.64,63.9,26.9,160,116,278,Tilapia
7.24,64,28.9,189,113,255,Snakehead
7.43,57.7,29.9,166,111,297,Rohu
7.95,54.6,26.3,185,128,254,Grass Carp
